sample_id,cancer_type,feature,bina
906805,LUAD,SBS10a/56L,0
906807,DLBC,SBS10a/56L,0
906808,SCLC,SBS10a/56L,0
906812,BRCA,SBS10a/56L,0
906813,SKCM,SBS10a/56L,0
906814,SKCM,SBS10a/56L,0
906817,ESCA,SBS10a/56L,0
906818,SKCM,SBS10a/56L,0
906820,NB,SBS10a/56L,0
906821,PAAD,SBS10a/56L,1
906823,GBM,SBS10a/56L,0
906824,CESC,SBS10a/56L,0
906825,OV,SBS10a/56L,0
906826,BRCA,SBS10a/56L,0
906827,BONE,SBS10a/56L,0
906828,THCA,SBS10a/56L,0
906830,SKCM,SBS10a/56L,0
906831,LYMP,SBS10a/56L,0
906832,DLBC,SBS10a/56L,0
906834,MB,SBS10a/56L,0
906835,GBM,SBS10a/56L,0
906836,ALL/CLL,SBS10a/56L,0
906837,HNSC,SBS10a/56L,0
906838,LYMP,SBS10a/56L,0
906839,GBM,SBS10a/56L,0
906841,SKCM,SBS10a/56L,0
906842,DLBC,SBS10a/56L,0
906843,CESC,SBS10a/56L,0
906844,BRCA,SBS10a/56L,0
906846,LYMP,SBS10a/56L,0
906847,LYMP,SBS10a/56L,0
906848,STAD,SBS10a/56L,0
906849,STAD,SBS10a/56L,0
906851,BRCA,SBS10a/56L,0
906852,OV,SBS10a/56L,0
906853,BTCA,SBS10a/56L,0
906854,ALL/CLL,SBS10a/56L,0
906855,LCML,SBS10a/56L,0
906856,ALL/CLL,SBS10a/56L,0
906861,BTCA,SBS10a/56L,0
906862,BRCA,SBS10a/56L,0
906864,THCA,SBS10a/56L,0
906865,SKCM,SBS10a/56L,0
906868,LGG,SBS10a/56L,0
906869,STAD,SBS10a/56L,0
906870,LAML,SBS10a/56L,0
906871,LGG,SBS10a/56L,0
906872,NB,SBS10a/56L,0
906873,GBM,SBS10a/56L,0
906875,NB,SBS10a/56L,0
906877,ALL/CLL,SBS10a/56L,0
906999,SARC,SBS10a/56L,0
907000,UCEC,SBS10a/56L,1
907041,STAD,SBS10a/56L,0
907042,LGG,SBS10a/56L,0
907043,ALL/CLL,SBS10a/56L,0
907044,ALL/CLL,SBS10a/56L,0
907045,BRCA,SBS10a/56L,1
907046,BRCA,SBS10a/56L,0
907048,BRCA,SBS10a/56L,0
907050,HL,SBS10a/56L,0
907051,UCEC,SBS10a/56L,1
907053,LAML,SBS10a/56L,0
907055,STAD,SBS10a/56L,0
907056,ALL/CLL,SBS10a/56L,0
907057,LIHC,SBS10a/56L,0
907059,HNSC,SBS10a/56L,0
907060,BONE,SBS10a/56L,0
907061,HNSC,SBS10a/56L,1
907062,HNSC,SBS10a/56L,0
907063,DLBC,SBS10a/56L,0
907064,BONE,SBS10a/56L,0
907065,BLCA,SBS10a/56L,0
907066,BLCA,SBS10a/56L,0
907068,CESC,SBS10a/56L,0
907069,BTCA,SBS10a/56L,0
907072,BONE,SBS10a/56L,0
907073,STAD,SBS10a/56L,0
907169,SKCM,SBS10a/56L,0
907170,NB,SBS10a/56L,1
907171,SKCM,SBS10a/56L,0
907172,SKCM,SBS10a/56L,0
907173,MESO,SBS10a/56L,0
907175,UCEC,SBS10a/56L,1
907176,UCEC,SBS10a/56L,0
907268,LYMP,SBS10a/56L,0
907269,ALL/CLL,SBS10a/56L,0
907270,ALL/CLL,SBS10a/56L,0
907271,LGG,SBS10a/56L,0
907272,ALL/CLL,SBS10a/56L,0
907273,LYMP,SBS10a/56L,0
907274,DLBC,SBS10a/56L,0
907275,LAML,SBS10a/56L,0
907276,STAD,SBS10a/56L,0
907277,ALL/CLL,SBS10a/56L,0
907278,LAML,SBS10a/56L,0
907279,LGG,SBS10a/56L,0
907280,LAML,SBS10a/56L,0
907281,MM,SBS10a/56L,0
907282,LGG,SBS10a/56L,0
907285,PAAD,SBS10a/56L,0
907286,PAAD,SBS10a/56L,0
907287,COREAD,SBS10a/56L,0
907289,COREAD,SBS10a/56L,1
907290,BONE,SBS10a/56L,0
907291,COREAD,SBS10a/56L,0
907295,SCLC,SBS10a/56L,0
907298,SARC,SBS10a/56L,0
907299,KIRC,SBS10a/56L,0
907300,LAML,SBS10a/56L,1
907311,LCML,SBS10a/56L,0
907312,BLCA,SBS10a/56L,0
907313,GBM,SBS10a/56L,0
907314,NB,SBS10a/56L,0
907317,ESCA,SBS10a/56L,0
907318,ESCA,SBS10a/56L,0
907319,ESCA,SBS10a/56L,1
907320,ESCA,SBS10a/56L,0
907322,HL,SBS10a/56L,0
907323,HL,SBS10a/56L,0
907783,LCML,SBS10a/56L,0
907786,LUAD,SBS10a/56L,0
907787,ALL/CLL,SBS10a/56L,0
907788,PRAD,SBS10a/56L,0
907789,ALL/CLL,SBS10a/56L,1
907790,COREAD,SBS10a/56L,0
907791,MM,SBS10a/56L,0
907792,COREAD,SBS10a/56L,0
907794,COREAD,SBS10a/56L,0
907795,COREAD,SBS10a/56L,1
907796,LUSC,SBS10a/56L,0
908118,NB,SBS10a/56L,0
908120,BRCA,SBS10a/56L,0
908122,BRCA,SBS10a/56L,0
908123,BRCA,SBS10a/56L,0
908124,SKCM,SBS10a/56L,0
908125,SKCM,SBS10a/56L,0
908126,LCML,SBS10a/56L,0
908127,UCEC,SBS10a/56L,0
908128,SKCM,SBS10a/56L,0
908129,UCEC,SBS10a/56L,0
908130,UCEC,SBS10a/56L,0
908131,BONE,SBS10a/56L,0
908133,ALL/CLL,SBS10a/56L,0
908134,EWING,SBS10a/56L,0
908135,NB,SBS10a/56L,0
908136,ALL/CLL,SBS10a/56L,0
908138,STAD,SBS10a/56L,0
908139,STAD,SBS10a/56L,0
908142,ALL/CLL,SBS10a/56L,0
908143,ALL/CLL,SBS10a/56L,0
908144,LGG,SBS10a/56L,0
908145,LGG,SBS10a/56L,0
908146,ALL/CLL,SBS10a/56L,1
908147,ALL/CLL,SBS10a/56L,0
908148,LAML,SBS10a/56L,0
908149,ALL/CLL,SBS10a/56L,0
908150,MESO,SBS10a/56L,0
908151,BRCA,SBS10a/56L,0
908152,MESO,SBS10a/56L,0
908156,ALL/CLL,SBS10a/56L,0
908158,ALL/CLL,SBS10a/56L,0
908159,LYMP,SBS10a/56L,0
908440,NB,SBS10a/56L,0
908441,LGG,SBS10a/56L,0
908442,COREAD,SBS10a/56L,0
908443,LUSC,SBS10a/56L,0
908444,STAD,SBS10a/56L,0
908445,STAD,SBS10a/56L,0
908446,STAD,SBS10a/56L,0
908447,NB,SBS10a/56L,0
908448,LAML,SBS10a/56L,0
908449,LGG,SBS10a/56L,0
908450,LGG,SBS10a/56L,0
908451,LAML,SBS10a/56L,0
908452,LGG,SBS10a/56L,0
908455,STAD,SBS10a/56L,0
908457,COREAD,SBS10a/56L,0
908458,COREAD,SBS10a/56L,0
908459,LUSC,SBS10a/56L,0
908460,LUAD,SBS10a/56L,0
908461,STAD,SBS10a/56L,0
908462,MESO,SBS10a/56L,0
908463,LUAD,SBS10a/56L,0
908465,LUAD,SBS10a/56L,0
908468,SCLC,SBS10a/56L,0
908469,SCLC,SBS10a/56L,0
908470,MESO,SBS10a/56L,0
908471,LUSC,SBS10a/56L,1
908472,LUAD,SBS10a/56L,1
908473,LUAD,SBS10a/56L,0
908475,LUAD,SBS10a/56L,0
908476,LUAD,SBS10a/56L,0
908480,SCLC,SBS10a/56L,0
908481,SCLC,SBS10a/56L,0
908482,COREAD,SBS10a/56L,0
908483,SCLC,SBS10a/56L,0
909248,MB,SBS10a/56L,0
909249,MM,SBS10a/56L,0
909250,KIRC,SBS10a/56L,0
909251,ALL/CLL,SBS10a/56L,0
909252,ALL/CLL,SBS10a/56L,0
909253,LAML,SBS10a/56L,0
909256,BRCA,SBS10a/56L,0
909257,OV,SBS10a/56L,0
909260,ALL/CLL,SBS10a/56L,0
909262,LYMP,SBS10a/56L,0
909263,COREAD,SBS10a/56L,0
909264,SARC,SBS10a/56L,0
909696,ALL/CLL,SBS10a/56L,0
909697,STAD,SBS10a/56L,0
909698,COREAD,SBS10a/56L,0
909699,OV,SBS10a/56L,0
909700,HNSC,SBS10a/56L,0
909701,HL,SBS10a/56L,0
909702,LCML,SBS10a/56L,0
909703,ALL/CLL,SBS10a/56L,1
909704,BLCA,SBS10a/56L,0
909706,SKCM,SBS10a/56L,0
909707,BONE,SBS10a/56L,0
909708,HNSC,SBS10a/56L,0
909709,HNSC,SBS10a/56L,0
909711,STAD,SBS10a/56L,0
909712,GBM,SBS10a/56L,0
909713,SKCM,SBS10a/56L,0
909715,LAML,SBS10a/56L,0
909716,SARC,SBS10a/56L,0
909718,COREAD,SBS10a/56L,0
909719,LIHC,SBS10a/56L,0
909720,SARC,SBS10a/56L,0
909721,LUAD,SBS10a/56L,0
909722,ALL/CLL,SBS10a/56L,0
909723,SKCM,SBS10a/56L,0
909724,SKCM,SBS10a/56L,0
909725,SKCM,SBS10a/56L,0
909726,SKCM,SBS10a/56L,0
909727,SKCM,SBS10a/56L,0
909728,LUSC,SBS10a/56L,0
909729,GBM,SBS10a/56L,0
909731,EWING,SBS10a/56L,0
909732,SARC,SBS10a/56L,0
909735,UCEC,SBS10a/56L,0
909736,LIHC,SBS10a/56L,0
909737,LIHC,SBS10a/56L,0
909738,LIHC,SBS10a/56L,0
909739,LIHC,SBS10a/56L,0
909740,COREAD,SBS10a/56L,0
909742,LYMP,SBS10a/56L,0
909743,ALL/CLL,SBS10a/56L,0
909744,ACC,SBS10a/56L,0
909745,GBM,SBS10a/56L,0
909746,COREAD,SBS10a/56L,0
909747,COREAD,SBS10a/56L,1
909748,COREAD,SBS10a/56L,0
909749,BLCA,SBS10a/56L,0
909750,LGG,SBS10a/56L,0
909751,COREAD,SBS10a/56L,0
909754,BONE,SBS10a/56L,0
909755,COREAD,SBS10a/56L,0
909756,SARC,SBS10a/56L,0
909757,COREAD,SBS10a/56L,0
909758,UCEC,SBS10a/56L,0
909759,SARC,SBS10a/56L,0
909761,COREAD,SBS10a/56L,0
909762,ALL/CLL,SBS10a/56L,0
909769,BTCA,SBS10a/56L,0
909770,STAD,SBS10a/56L,0
909771,LAML,SBS10a/56L,0
909773,DLBC,SBS10a/56L,0
909774,OV,SBS10a/56L,0
909776,BONE,SBS10a/56L,0
909777,ALL/CLL,SBS10a/56L,0
909778,BRCA,SBS10a/56L,0
909779,LUSC,SBS10a/56L,0
909780,BLCA,SBS10a/56L,0
909781,KIRC,SBS10a/56L,0
909784,SKCM,SBS10a/56L,0
909785,LYMP,SBS10a/56L,0
909904,PAAD,SBS10a/56L,0
909905,GBM,SBS10a/56L,0
909907,BRCA,SBS10a/56L,0
909974,KIRC,SBS10a/56L,0
909975,OV,SBS10a/56L,0
909976,HL,SBS10a/56L,0
909977,BONE,SBS10a/56L,0
910079,ESCA,SBS10a/56L,0
910209,ALL/CLL,SBS10a/56L,0
910399,LUAD,SBS10a/56L,0
910401,LYMP,SBS10a/56L,0
910545,LAML,SBS10a/56L,0
910546,PAAD,SBS10a/56L,0
910549,ESCA,SBS10a/56L,0
910554,COREAD,SBS10a/56L,0
910566,LAML,SBS10a/56L,0
910567,NB,SBS10a/56L,0
910568,THCA,SBS10a/56L,0
910569,COREAD,SBS10a/56L,0
910687,ALL/CLL,SBS10a/56L,0
910688,LAML,SBS10a/56L,0
910689,COREAD,SBS10a/56L,0
910691,UCEC,SBS10a/56L,0
910692,SCLC,SBS10a/56L,0
910694,GBM,SBS10a/56L,0
910695,BTCA,SBS10a/56L,0
910697,SKCM,SBS10a/56L,0
910698,KIRC,SBS10a/56L,0
910700,COREAD,SBS10a/56L,0
910701,HNSC,SBS10a/56L,0
910702,PAAD,SBS10a/56L,0
910704,BRCA,SBS10a/56L,0
910705,ALL/CLL,SBS10a/56L,0
910706,LYMP,SBS10a/56L,0
910710,LCML,SBS10a/56L,0
910779,LUSC,SBS10a/56L,0
910780,NB,SBS10a/56L,0
910781,UCEC,SBS10a/56L,0
910784,SARC,SBS10a/56L,1
910849,BONE,SBS10a/56L,0
910850,LIHC,SBS10a/56L,0
910851,LUSC,SBS10a/56L,0
910853,SKCM,SBS10a/56L,0
910861,DLBC,SBS10a/56L,0
910899,SCLC,SBS10a/56L,0
910900,LUAD,SBS10a/56L,0
910903,SKCM,SBS10a/56L,0
910904,HNSC,SBS10a/56L,0
910905,COREAD,SBS10a/56L,1
910906,LYMP,SBS10a/56L,0
910907,PAAD,SBS10a/56L,0
910910,BRCA,SBS10a/56L,1
910911,HNSC,SBS10a/56L,0
910915,PAAD,SBS10a/56L,0
910916,HNSC,SBS10a/56L,0
910918,DLBC,SBS10a/56L,1
910919,DLBC,SBS10a/56L,0
910920,KIRC,SBS10a/56L,0
910921,SKCM,SBS10a/56L,0
910922,KIRC,SBS10a/56L,0
910924,STAD,SBS10a/56L,0
910925,SKCM,SBS10a/56L,0
910926,BLCA,SBS10a/56L,0
910927,BRCA,SBS10a/56L,0
910930,DLBC,SBS10a/56L,0
910931,LUAD,SBS10a/56L,0
910932,SKCM,SBS10a/56L,0
910933,GBM,SBS10a/56L,0
910934,DLBC,SBS10a/56L,0
910936,HNSC,SBS10a/56L,0
910937,SCLC,SBS10a/56L,0
910941,NB,SBS10a/56L,0
910942,LGG,SBS10a/56L,0
910943,GBM,SBS10a/56L,0
910944,ALL/CLL,SBS10a/56L,0
910947,LAML,SBS10a/56L,0
910948,BRCA,SBS10a/56L,0
910951,LCML,SBS10a/56L,0
910952,KIRC,SBS10a/56L,0
924100,PRAD,SBS10a/56L,0
924102,THCA,SBS10a/56L,0
924104,THCA,SBS10a/56L,0
924105,PRAD,SBS10a/56L,0
924106,BRCA,SBS10a/56L,1
924107,CESC,SBS10a/56L,0
924108,COREAD,SBS10a/56L,0
924110,HL,SBS10a/56L,0
924111,HNSC,SBS10a/56L,0
924151,THCA,SBS10a/56L,1
924186,OV,SBS10a/56L,0
924187,UCEC,SBS10a/56L,0
924188,LGG,SBS10a/56L,0
924189,NB,SBS10a/56L,0
924238,THCA,SBS10a/56L,0
924239,MM,SBS10a/56L,0
924240,BRCA,SBS10a/56L,0
924241,SCLC,SBS10a/56L,0
924244,LUAD,SBS10a/56L,0
924247,UCEC,SBS10a/56L,0
924248,SARC,SBS10a/56L,0
924250,STAD,SBS10a/56L,0
925338,BRCA,SBS10a/56L,1
925339,SKCM,SBS10a/56L,0
925340,STAD,SBS10a/56L,0
925341,LUSC,SBS10a/56L,0
925343,SARC,SBS10a/56L,0
925345,BONE,SBS10a/56L,0
925346,PAAD,SBS10a/56L,0
925347,PAAD,SBS10a/56L,1
925348,PAAD,SBS10a/56L,0
930081,SCLC,SBS10a/56L,0
930082,UCEC,SBS10a/56L,0
930083,THCA,SBS10a/56L,0
930297,CESC,SBS10a/56L,0
930298,CESC,SBS10a/56L,0
930299,THCA,SBS10a/56L,0
930301,SKCM,SBS10a/56L,0
946353,ESCA,SBS10a/56L,0
946354,ESCA,SBS10a/56L,0
946355,ESCA,SBS10a/56L,0
946356,ESCA,SBS10a/56L,0
946358,LYMP,SBS10a/56L,0
946359,BRCA,SBS10a/56L,0
946360,OV,SBS10a/56L,0
946361,LUSC,SBS10a/56L,0
946363,NB,SBS10a/56L,0
946366,GBM,SBS10a/56L,0
946367,GBM,SBS10a/56L,0
946368,GBM,SBS10a/56L,0
946369,LGG,SBS10a/56L,0
946370,GBM,SBS10a/56L,0
946372,GBM,SBS10a/56L,0
946373,LGG,SBS10a/56L,0
946377,GBM,SBS10a/56L,0
946382,BRCA,SBS10a/56L,0
949088,DLBC,SBS10a/56L,0
949090,OV,SBS10a/56L,0
949092,SKCM,SBS10a/56L,0
949093,BRCA,SBS10a/56L,0
949094,GBM,SBS10a/56L,0
949153,ALL/CLL,SBS10a/56L,1
949154,CESC,SBS10a/56L,1
949155,EWING,SBS10a/56L,0
949156,EWING,SBS10a/56L,0
949157,EWING,SBS10a/56L,0
949158,EWING,SBS10a/56L,0
949160,EWING,SBS10a/56L,0
949161,EWING,SBS10a/56L,0
949162,EWING,SBS10a/56L,1
949163,EWING,SBS10a/56L,0
949164,EWING,SBS10a/56L,0
949165,EWING,SBS10a/56L,0
949166,EWING,SBS10a/56L,0
949167,EWING,SBS10a/56L,0
949168,EWING,SBS10a/56L,0
949170,NB,SBS10a/56L,0
949171,NB,SBS10a/56L,0
949172,NB,SBS10a/56L,0
949173,NB,SBS10a/56L,0
949174,NB,SBS10a/56L,0
949175,NB,SBS10a/56L,0
949176,NB,SBS10a/56L,0
949177,NB,SBS10a/56L,0
949179,NB,SBS10a/56L,0
971773,SARC,SBS10a/56L,0
971774,SARC,SBS10a/56L,0
971777,SKCM,SBS10a/56L,0
998189,COREAD,SBS10a/56L,0
1240122,HNSC,SBS10a/56L,0
1240123,COREAD,SBS10a/56L,0
1240124,COREAD,SBS10a/56L,0
1240125,SKCM,SBS10a/56L,0
1240127,UCEC,SBS10a/56L,0
1240128,OV,SBS10a/56L,0
1240129,OV,SBS10a/56L,0
1240130,SKCM,SBS10a/56L,0
1240131,MESO,SBS10a/56L,0
1240132,MESO,SBS10a/56L,0
1240134,MESO,SBS10a/56L,0
1240135,MESO,SBS10a/56L,1
1240136,MESO,SBS10a/56L,0
1240137,MESO,SBS10a/56L,0
1240138,MESO,SBS10a/56L,0
1240139,MESO,SBS10a/56L,0
1240140,HNSC,SBS10a/56L,0
1240141,MESO,SBS10a/56L,1
1240142,LUSC,SBS10a/56L,0
1240143,LUSC,SBS10a/56L,0
1240144,LUSC,SBS10a/56L,0
1240145,LUAD,SBS10a/56L,0
1240146,LUAD,SBS10a/56L,1
1240150,LGG,SBS10a/56L,0
1240151,STAD,SBS10a/56L,0
1240153,SKCM,SBS10a/56L,0
1240154,THCA,SBS10a/56L,0
1240155,STAD,SBS10a/56L,0
1240157,LIHC,SBS10a/56L,0
1240158,LIHC,SBS10a/56L,0
1240159,LIHC,SBS10a/56L,0
1240160,LIHC,SBS10a/56L,0
1240161,HNSC,SBS10a/56L,0
1240162,HNSC,SBS10a/56L,0
1240166,SARC,SBS10a/56L,0
1240167,ESCA,SBS10a/56L,0
1240168,GBM,SBS10a/56L,0
1240169,GBM,SBS10a/56L,0
1240170,GBM,SBS10a/56L,0
1240172,BRCA,SBS10a/56L,0
1240173,COREAD,SBS10a/56L,0
1240174,UCEC,SBS10a/56L,0
1240178,THCA,SBS10a/56L,0
1240179,CESC,SBS10a/56L,0
1240182,SCLC,SBS10a/56L,0
1240183,LUSC,SBS10a/56L,0
1240184,LUSC,SBS10a/56L,0
1240185,LUAD,SBS10a/56L,0
1240186,SCLC,SBS10a/56L,0
1240187,LUAD,SBS10a/56L,0
1240189,SCLC,SBS10a/56L,0
1240190,LUAD,SBS10a/56L,0
1240191,LUSC,SBS10a/56L,0
1240192,SCLC,SBS10a/56L,0
1240193,SCLC,SBS10a/56L,0
1240196,HNSC,SBS10a/56L,0
1240197,OV,SBS10a/56L,0
1240198,OV,SBS10a/56L,0
1240199,OV,SBS10a/56L,0
1240200,OV,SBS10a/56L,1
1240204,HNSC,SBS10a/56L,0
1240206,HNSC,SBS10a/56L,0
1240208,PAAD,SBS10a/56L,0
1240209,STAD,SBS10a/56L,0
1240210,SARC,SBS10a/56L,0
1240212,CESC,SBS10a/56L,0
1240215,UCEC,SBS10a/56L,0
1240216,LIHC,SBS10a/56L,0
1240217,LIHC,SBS10a/56L,0
1240219,PAAD,SBS10a/56L,0
1240220,KIRC,SBS10a/56L,0
1240221,EWING,SBS10a/56L,0
1240222,OV,SBS10a/56L,0
1240223,THCA,SBS10a/56L,0
1240224,KIRC,SBS10a/56L,0
1240226,SKCM,SBS10a/56L,0
1247871,ALL/CLL,SBS10a/56L,0
1247873,LUAD,SBS10a/56L,0
1287381,LUAD,SBS10a/56L,0
1287706,SKCM,SBS10a/56L,0
1290722,THCA,SBS10a/56L,0
1290724,HNSC,SBS10a/56L,0
1290725,HNSC,SBS10a/56L,0
1290730,BLCA,SBS10a/56L,0
1290765,BONE,SBS10a/56L,0
1290767,BONE,SBS10a/56L,0
1290768,BONE,SBS10a/56L,0
1290769,COREAD,SBS10a/56L,0
1290771,COREAD,SBS10a/56L,0
1290795,BONE,SBS10a/56L,0
1290797,PAAD,SBS10a/56L,0
1290798,BRCA,SBS10a/56L,0
1290806,STAD,SBS10a/56L,0
1290808,MESO,SBS10a/56L,0
1290809,MESO,SBS10a/56L,0
1290810,MESO,SBS10a/56L,0
1290812,MESO,SBS10a/56L,0
1290813,MESO,SBS10a/56L,0
1290814,MESO,SBS10a/56L,1
1290905,BRCA,SBS10a/56L,0
1290907,COREAD,SBS10a/56L,0
1290908,LUAD,SBS10a/56L,0
1290922,BRCA,SBS10a/56L,0
1295740,ALL/CLL,SBS10a/56L,0
1295741,MM,SBS10a/56L,0
1297438,SCLC,SBS10a/56L,0
1297439,SCLC,SBS10a/56L,0
1297446,ALL/CLL,SBS10a/56L,0
1297447,MM,SBS10a/56L,0
1297449,DLBC,SBS10a/56L,0
1298134,CESC,SBS10a/56L,0
1298136,PAAD,SBS10a/56L,0
1298141,PAAD,SBS10a/56L,0
1298144,SKCM,SBS10a/56L,0
1298145,SKCM,SBS10a/56L,0
1298146,LIHC,SBS10a/56L,0
1298151,LIHC,SBS10a/56L,0
1298156,HNSC,SBS10a/56L,0
1298157,BRCA,SBS10a/56L,0
1298160,SKCM,SBS10a/56L,0
1298167,THCA,SBS10a/56L,0
1298168,KIRC,SBS10a/56L,0
1298169,KIRC,SBS10a/56L,0
1298215,HNSC,SBS10a/56L,0
1298216,PAAD,SBS10a/56L,0
1298218,PAAD,SBS10a/56L,0
1298219,PAAD,SBS10a/56L,0
1298222,ESCA,SBS10a/56L,0
1298223,LUSC,SBS10a/56L,0
1298226,LUSC,SBS10a/56L,0
1298347,LUAD,SBS10a/56L,1
1298348,LUAD,SBS10a/56L,0
1298349,SCLC,SBS10a/56L,0
1298350,LUAD,SBS10a/56L,0
1298351,LUSC,SBS10a/56L,1
1298352,LUSC,SBS10a/56L,0
1298353,LUSC,SBS10a/56L,1
1298356,LUSC,SBS10a/56L,0
1298357,STAD,SBS10a/56L,0
1298358,STAD,SBS10a/56L,0
1298359,ESCA,SBS10a/56L,0
1298362,HNSC,SBS10a/56L,0
1298365,OV,SBS10a/56L,0
1298475,PAAD,SBS10a/56L,0
1298476,PAAD,SBS10a/56L,0
1298526,PAAD,SBS10a/56L,0
1298529,HNSC,SBS10a/56L,0
1298531,HNSC,SBS10a/56L,0
1298533,PAAD,SBS10a/56L,0
1298534,PAAD,SBS10a/56L,0
1298537,LUAD,SBS10a/56L,0
1298538,LUSC,SBS10a/56L,0
1299050,HNSC,SBS10a/56L,0
1299052,HNSC,SBS10a/56L,0
1299059,HNSC,SBS10a/56L,0
1299061,SARC,SBS10a/56L,0
1299062,SCLC,SBS10a/56L,0
1299064,ESCA,SBS10a/56L,0
1299069,STAD,SBS10a/56L,0
1299070,OV,SBS10a/56L,0
1299075,PRAD,SBS10a/56L,0
1299078,SKCM,SBS10a/56L,0
1299080,SKCM,SBS10a/56L,0
1299081,SKCM,SBS10a/56L,0
1303896,LYMP,SBS10a/56L,0
1303897,DLBC,SBS10a/56L,0
1303900,BRCA,SBS10a/56L,0
1303901,SCLC,SBS10a/56L,0
1303911,BRCA,SBS10a/56L,0
1303912,BONE,SBS10a/56L,0
1322212,SCLC,SBS10a/56L,0
1322218,HL,SBS10a/56L,0
1322224,STAD,SBS10a/56L,0
1323913,LAML,SBS10a/56L,0
1327765,DLBC,SBS10a/56L,0
1327766,MM,SBS10a/56L,0
1327768,DLBC,SBS10a/56L,0
1327769,DLBC,SBS10a/56L,0
1327771,LCML,SBS10a/56L,0
1327773,DLBC,SBS10a/56L,0
1327774,ALL/CLL,SBS10a/56L,0
1327775,MM,SBS10a/56L,0
1330931,LCML,SBS10a/56L,0
1330932,LAML,SBS10a/56L,0
1330933,ALL/CLL,SBS10a/56L,0
1330935,HL,SBS10a/56L,0
1330941,BRCA,SBS10a/56L,0
1330942,LAML,SBS10a/56L,0
1330947,LAML,SBS10a/56L,0
1330948,LAML,SBS10a/56L,0
1330950,MM,SBS10a/56L,0
1330960,ALL/CLL,SBS10a/56L,0
1330964,SCLC,SBS10a/56L,0
1330972,SCLC,SBS10a/56L,0
1330973,SCLC,SBS10a/56L,0
1330975,PRAD,SBS10a/56L,0
1330981,ALL/CLL,SBS10a/56L,0
1330982,DLBC,SBS10a/56L,0
1330983,LAML,SBS10a/56L,0
1330984,DLBC,SBS10a/56L,0
1330985,LAML,SBS10a/56L,0
1330987,LYMP,SBS10a/56L,0
1330991,LAML,SBS10a/56L,0
1330993,PRAD,SBS10a/56L,0
1330994,ALL/CLL,SBS10a/56L,0
1330995,DLBC,SBS10a/56L,0
1331025,ALL/CLL,SBS10a/56L,0
1331030,DLBC,SBS10a/56L,0
1331032,DLBC,SBS10a/56L,0
1331033,DLBC,SBS10a/56L,0
1331034,DLBC,SBS10a/56L,0
1331035,DLBC,SBS10a/56L,0
1331036,DLBC,SBS10a/56L,0
1331037,DLBC,SBS10a/56L,0
1331038,DLBC,SBS10a/56L,0
1331039,HL,SBS10a/56L,0
1331040,LYMP,SBS10a/56L,1
1331045,DLBC,SBS10a/56L,0
1331048,DLBC,SBS10a/56L,1
1331050,DLBC,SBS10a/56L,0
1331055,SCLC,SBS10a/56L,0
1479987,OV,SBS10a/56L,0
1479988,OV,SBS10a/56L,0
1479995,OV,SBS10a/56L,0
1480358,OV,SBS10a/56L,0
1480359,OV,SBS10a/56L,0
1480360,OV,SBS10a/56L,0
1480361,OV,SBS10a/56L,0
1480362,OV,SBS10a/56L,0
1480364,OV,SBS10a/56L,1
1480367,OV,SBS10a/56L,0
1480371,OV,SBS10a/56L,0
1480372,OV,SBS10a/56L,0
1480374,OV,SBS10a/56L,0
1503361,ESCA,SBS10a/56L,0
1503362,ESCA,SBS10a/56L,0
1503363,ESCA,SBS10a/56L,0
1503364,STAD,SBS10a/56L,0
1503365,ESCA,SBS10a/56L,1
1503366,ESCA,SBS10a/56L,0
1503367,ESCA,SBS10a/56L,0
1503368,ESCA,SBS10a/56L,0
1503369,LUAD,SBS10a/56L,0
1503370,LUAD,SBS10a/56L,0
1503371,ESCA,SBS10a/56L,0
1503373,BONE,SBS10a/56L,0
1509073,KIRC,SBS10a/56L,1
1509074,KIRC,SBS10a/56L,1
1524414,KIRC,SBS10a/56L,0
1524415,KIRC,SBS10a/56L,0
1524416,KIRC,SBS10a/56L,0
1524417,KIRC,SBS10a/56L,0
1524418,KIRC,SBS10a/56L,0
1524419,KIRC,SBS10a/56L,0
1659817,MM,SBS10a/56L,0
1659818,MM,SBS10a/56L,0
1659819,DLBC,SBS10a/56L,0
1659823,COREAD,SBS10a/56L,0
1659928,COREAD,SBS10a/56L,0
1659929,COREAD,SBS10a/56L,0
1660034,COREAD,SBS10a/56L,0
1660035,COREAD,SBS10a/56L,0
1660036,COREAD,SBS10a/56L,0
1674021,COREAD,SBS10a/56L,0
1789883,COREAD,SBS10a/56L,0
683665,MM,SBS10b,0
683667,MB,SBS10b,0
684052,SARC,SBS10b,0
684055,EWING,SBS10b,0
684057,EWING,SBS10b,0
684059,EWING,SBS10b,0
684062,EWING,SBS10b,1
684072,EWING,SBS10b,0
687448,SKCM,SBS10b,0
687455,BLCA,SBS10b,1
687457,BLCA,SBS10b,1
687459,BLCA,SBS10b,0
687505,CESC,SBS10b,0
687506,CESC,SBS10b,1
687514,CESC,SBS10b,0
687562,GBM,SBS10b,0
687568,GBM,SBS10b,0
687586,GBM,SBS10b,0
687588,GBM,SBS10b,0
687590,GBM,SBS10b,1
687592,GBM,SBS10b,0
687596,LUSC,SBS10b,0
687600,LUSC,SBS10b,0
687777,LUAD,SBS10b,0
687780,LUSC,SBS10b,0
687787,LUSC,SBS10b,0
687794,LUAD,SBS10b,0
