COSMIC_ID,cancer_type,ACA>A,ACA>G,ACA>T,ACC>A,ACC>G,ACC>T,ACG>A,ACG>G,ACG>T,ACT>A,ACT>G,ACT>T,ATA>A,ATA>C,ATA>G,ATC>A,ATC>C,ATC>G,ATG>A,ATG>C,ATG>G,ATT>A,ATT>C,ATT>G,CCA>A,CCA>G,CCA>T,CCC>A,CCC>G,CCC>T,CCG>A,CCG>G,CCG>T,CCT>A,CCT>G,CCT>T,CTA>A,CTA>C,CTA>G,CTC>A,CTC>C,CTC>G,CTG>A,CTG>C,CTG>G,CTT>A,CTT>C,CTT>G,GCA>A,GCA>G,GCA>T,GCC>A,GCC>G,GCC>T,GCG>A,GCG>G,GCG>T,GCT>A,GCT>G,GCT>T,GTA>A,GTA>C,GTA>G,GTC>A,GTC>C,GTC>G,GTG>A,GTG>C,GTG>G,GTT>A,GTT>C,GTT>G,TCA>A,TCA>G,TCA>T,TCC>A,TCC>G,TCC>T,TCG>A,TCG>G,TCG>T,TCT>A,TCT>G,TCT>T,TTA>A,TTA>C,TTA>G,TTC>A,TTC>C,TTC>G,TTG>A,TTG>C,TTG>G,TTT>A,TTT>C,TTT>G,MH,MS,Insertion,Other
909736,LIHC,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,2,2,0,3,0,1,1,0,0,1,0,1,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0,4,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,2,1,17,23,25,9
909737,LIHC,3,2,0,3,1,2,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,6,0,0,0,2,2,2,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,1,0,0,8,0,2,0,1,0,3,1,1,0,0,0,2,0,0,0,0,3,0,3,1,0,1,0,0,0,0,0,9,25,40,11
909738,LIHC,4,0,2,0,0,0,1,0,0,2,2,0,1,2,0,2,0,1,1,0,1,0,2,0,1,1,0,0,2,3,1,0,0,1,0,0,0,0,2,0,6,3,2,3,0,0,3,6,0,0,1,0,5,6,4,3,0,0,7,1,0,0,3,0,0,5,0,6,3,0,0,7,4,0,3,1,0,1,0,0,0,0,0,2,0,2,0,0,5,0,0,0,0,1,0,1,13,20,39,19
909739,LIHC,1,0,0,0,0,0,0,0,3,1,0,0,0,4,0,2,0,0,1,0,0,0,0,0,2,0,1,2,0,0,2,0,6,5,3,1,2,0,0,2,3,0,3,0,0,0,0,4,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,3,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,4,14,32,30,17
909740,COREAD,10,3,37,5,3,24,1,0,117,6,1,24,4,18,0,4,12,0,3,15,1,12,10,3,27,2,20,31,0,17,17,3,94,111,1,18,1,14,1,6,17,5,8,27,6,0,11,9,0,2,66,3,8,77,5,1,146,15,5,65,1,23,6,5,13,3,3,16,13,0,13,18,3,2,5,6,0,11,3,1,52,23,3,20,6,11,2,0,14,2,2,17,0,4,12,9,41,1469,336,53
909742,LYMP,0,0,7,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,1,0,2,1,0,0,2,0,2,2,1,3,0,0,0,1,0,1,2,0,0,2,0,0,0,0,2,0,3,2,1,0,4,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,1,5,0,0,2,0,0,1,7,1,4,0,0,1,1,0,0,3,0,0,0,3,1,10,22,20,12
909743,ALL/CLL,3,1,25,8,1,15,1,1,91,3,2,10,1,11,0,3,6,1,1,14,2,1,4,3,6,2,14,18,1,15,4,2,141,35,5,20,2,9,1,1,11,5,0,28,6,2,11,1,10,0,25,3,5,31,4,0,166,7,1,33,3,22,0,1,12,2,3,15,1,1,15,3,4,0,8,1,1,8,0,1,23,6,4,12,0,5,0,0,9,0,0,10,1,3,6,1,21,397,115,20
909744,ACC,3,2,4,0,3,2,2,1,2,2,2,0,1,2,0,0,0,0,1,2,2,2,5,0,10,2,8,6,0,4,2,0,0,6,5,4,1,3,0,1,2,0,6,1,2,5,0,0,5,1,4,10,5,5,2,1,0,4,5,2,1,1,1,0,0,0,3,3,2,3,0,0,5,2,8,9,1,5,2,2,2,7,5,3,3,2,0,1,0,0,2,1,1,1,1,2,15,33,18,15
909745,GBM,2,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0,0,0,2,0,1,0,1,3,2,0,1,0,0,1,2,4,0,3,4,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,12,16,17,9
909746,COREAD,6,2,6,5,2,3,0,0,15,3,0,3,1,1,1,0,2,0,0,0,0,4,0,1,2,0,3,3,2,0,1,1,1,2,0,0,0,0,0,0,2,1,1,0,0,2,4,7,6,2,4,0,6,3,1,0,0,2,3,4,0,0,1,1,2,1,2,1,13,1,0,11,1,0,2,0,1,1,0,1,1,1,2,12,1,0,1,2,6,0,1,1,1,6,2,2,15,18,75,13
909747,COREAD,5,0,0,0,0,0,1,0,5,2,0,1,1,0,1,0,2,0,0,2,1,1,1,0,2,1,3,0,0,0,1,1,0,0,2,1,0,0,0,1,3,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,2,0,2,3,0,0,1,0,1,2,0,0,4,0,0,1,4,1,3,0,0,0,2,0,1,3,0,1,0,0,0,0,7,0,1,1,0,0,1,0,4,22,42,6
909748,COREAD,7,0,6,4,1,2,2,0,3,6,0,3,1,3,0,0,6,0,1,1,2,0,1,0,4,2,2,0,1,0,0,1,3,0,2,5,0,2,0,2,14,0,2,1,3,1,0,0,1,6,0,0,5,1,1,1,3,0,4,0,1,0,3,0,1,2,3,0,17,1,1,13,5,5,7,1,1,1,0,1,3,2,1,10,0,1,2,0,12,2,0,2,1,3,0,0,9,14,113,16
909749,BLCA,1,2,3,2,1,3,1,0,0,0,2,4,0,0,0,2,1,2,3,1,1,0,2,2,3,2,0,0,0,2,1,0,1,0,5,0,1,0,0,1,2,3,0,2,1,3,0,4,0,2,0,0,1,0,0,0,1,0,2,2,3,0,0,0,0,0,1,0,3,3,0,0,5,1,0,4,2,4,0,2,0,2,4,1,2,1,0,2,0,0,3,0,1,0,1,5,15,32,34,17
909750,LGG,1,2,0,1,1,1,0,1,50,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,26,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,29,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,0,0,1,0,20,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,9,15,11,10
909751,COREAD,9,4,78,4,0,49,1,0,46,11,1,42,9,13,1,9,16,4,3,25,0,9,16,3,14,2,25,26,2,40,11,1,70,72,4,53,1,10,0,4,7,7,5,35,7,4,17,8,7,3,70,7,5,97,6,1,83,11,8,77,2,29,7,2,13,6,1,22,17,2,13,4,8,2,34,5,2,37,1,1,25,21,5,43,4,11,3,1,24,1,1,17,2,11,31,2,36,1242,275,30
909754,BONE,5,1,5,3,7,126,0,5,5,2,4,29,10,6,0,2,3,2,7,9,6,17,5,5,11,2,258,8,2,549,3,5,70,19,10,317,2,5,1,5,4,2,5,4,10,9,17,9,0,0,6,2,8,112,3,3,2,3,4,56,3,3,2,3,1,3,8,5,12,1,30,12,7,3,457,10,13,1376,1,4,185,10,9,340,5,10,3,4,8,8,3,5,6,25,9,9,9,29,30,15
909755,COREAD,5,0,2,3,2,0,0,0,3,1,3,4,1,0,0,1,4,0,0,1,1,5,3,1,0,0,1,3,0,2,0,2,0,1,0,4,2,1,1,1,7,2,0,0,1,1,1,1,1,0,1,1,2,1,1,1,0,3,3,0,0,1,2,0,3,3,1,0,10,0,2,4,4,1,3,0,2,3,1,0,4,2,3,2,0,1,1,0,2,1,2,0,2,1,0,2,7,19,44,11
909756,SARC,1,1,0,0,0,2,0,0,1,1,1,4,0,0,0,0,1,1,1,2,0,2,3,0,10,0,14,8,0,23,2,1,1,6,0,12,0,2,2,1,2,2,0,0,2,1,4,0,3,2,1,6,0,3,0,1,1,2,0,2,0,0,0,0,0,0,1,1,4,0,3,0,2,0,22,5,0,58,3,0,6,3,1,13,0,1,0,2,0,1,0,0,1,2,3,3,6,15,26,12
909757,COREAD,12,3,4,7,4,7,0,1,9,4,3,1,3,0,3,1,6,0,5,1,0,0,0,0,8,0,6,4,1,2,3,1,9,4,0,3,4,1,1,3,5,1,5,4,2,2,5,2,7,3,5,6,7,6,2,2,1,6,5,3,0,1,2,3,0,5,2,0,18,1,0,7,13,1,4,3,1,3,0,0,3,16,9,14,1,0,1,0,5,1,2,0,2,2,0,9,9,23,50,19
909758,UCEC,2,1,4,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,2,0,1,0,11,1,3,10,1,1,5,0,0,5,0,0,1,0,0,0,0,1,0,1,1,2,0,2,1,0,1,1,0,1,3,2,2,0,1,1,0,2,0,0,1,0,1,0,3,0,1,0,3,0,3,4,1,0,0,0,2,3,0,1,1,0,0,1,0,0,0,3,2,0,1,1,13,31,30,13
909759,SARC,1,0,0,0,1,14,2,1,3,0,0,0,2,0,1,1,0,0,1,1,1,2,0,1,8,0,26,2,0,39,2,1,4,9,0,27,0,0,0,1,2,1,0,2,1,1,5,1,1,0,0,0,0,3,0,1,0,1,1,1,1,0,0,1,0,2,0,0,3,0,0,0,3,1,34,3,0,87,0,0,19,1,1,28,1,3,0,2,0,0,0,0,1,1,0,0,6,15,18,12
909761,COREAD,3,0,3,2,2,0,1,0,1,2,2,0,2,3,2,1,2,0,0,1,1,1,4,2,4,0,2,1,0,1,1,2,7,2,2,1,0,1,0,2,0,2,1,0,1,0,0,3,3,1,0,0,3,4,2,0,5,2,1,0,0,0,1,0,1,0,0,1,1,1,1,0,4,4,2,0,3,2,1,0,4,2,6,1,0,1,1,2,0,1,2,0,1,2,2,0,9,30,24,16
909762,ALL/CLL,0,3,0,4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,2,0,0,2,1,0,0,0,0,0,0,0,2,1,4,1,0,0,1,1,0,2,2,2,0,0,3,3,2,1,1,1,2,2,2,0,2,0,2,0,0,4,0,0,4,2,1,2,1,2,3,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,2,16,25,33,10
909769,BTCA,5,0,4,0,0,0,1,2,2,3,1,0,0,2,0,0,3,0,1,2,0,1,0,0,0,0,3,2,0,7,0,0,6,0,0,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,2,2,2,0,0,3,0,2,1,0,3,0,2,1,0,2,3,2,3,0,3,1,4,1,1,5,0,0,1,0,0,0,0,1,1,2,0,2,8,18,18,9
909770,STAD,0,2,9,2,2,8,0,5,33,5,2,8,3,7,0,1,4,3,0,10,1,8,4,1,9,1,7,15,0,5,5,0,29,35,2,10,2,5,2,5,6,1,0,11,4,2,11,2,0,0,23,4,3,31,2,0,37,3,2,11,1,0,1,3,6,2,2,9,2,1,5,3,2,0,4,1,0,11,1,0,16,6,2,3,2,2,2,0,5,0,2,6,0,2,11,8,30,860,170,33
909771,LAML,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,9,1,0,2,0,2,0,0,3,9,4,5,0,4,0,0,0,1,0,2,0,0,0,1,2,0,0,1,0,0,0,1,2,3,0,8,0,2,3,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,2,2,1,0,0,1,0,0,0,0,1,6,23,18,10
909773,DLBC,1,2,2,3,3,1,2,0,0,1,3,1,0,1,1,2,1,0,0,0,0,0,0,2,2,2,0,4,0,0,1,0,1,8,0,4,0,1,0,1,0,0,2,2,2,1,2,0,4,1,3,2,0,3,1,0,4,8,2,1,0,2,1,0,2,0,2,2,1,0,0,1,9,0,0,5,0,0,0,1,3,13,0,2,0,0,0,1,3,2,0,3,0,1,2,1,7,23,13,9
909774,OV,1,0,5,0,0,0,1,1,3,1,1,0,2,4,1,0,0,0,1,0,1,0,0,2,1,2,3,2,0,8,2,0,1,4,1,0,0,3,0,1,0,0,0,2,2,1,8,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,1,0,0,1,0,2,0,2,0,3,0,4,1,0,3,0,1,5,6,3,3,0,0,0,3,2,2,0,2,0,3,2,0,27,31,32,17
909776,BONE,0,0,0,0,1,0,1,1,1,2,3,0,3,0,2,0,4,0,1,1,1,1,0,2,0,1,3,1,4,1,1,0,1,3,1,2,0,0,1,2,2,1,0,0,2,1,2,1,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,1,3,1,1,1,1,5,7,0,4,0,0,0,0,2,1,1,0,1,0,1,1,12,21,24,7
909777,ALL/CLL,3,0,7,0,0,4,1,0,1,5,0,0,1,0,1,0,0,2,1,1,0,2,3,0,8,4,1,3,2,3,3,2,0,3,4,1,1,0,0,1,1,2,0,0,1,0,0,1,9,1,4,3,0,0,1,0,0,11,2,0,0,0,0,0,0,0,1,0,3,1,0,0,8,0,4,3,0,4,1,0,0,8,3,2,0,1,0,0,1,0,1,1,0,1,1,1,14,12,20,6
909778,BRCA,0,2,4,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,1,3,0,1,0,0,0,1,1,1,0,3,1,1,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,10,2,1,2,0,0,1,3,5,1,0,0,0,0,2,1,0,1,0,1,0,2,5,23,13,12
909779,LUSC,3,0,0,1,1,2,3,1,0,4,2,0,1,6,0,3,2,1,5,0,1,3,0,7,4,2,3,4,2,3,7,1,1,8,2,4,1,0,0,4,1,2,0,2,0,5,7,18,3,0,1,5,1,1,1,0,4,1,1,3,1,2,0,1,0,2,1,2,0,4,2,2,3,4,1,4,2,9,2,0,0,3,4,6,2,0,1,1,0,1,1,1,0,1,0,3,15,28,27,12
909780,BLCA,1,2,0,0,1,3,0,1,0,1,1,1,1,5,1,1,0,1,2,3,3,1,0,0,1,0,4,3,0,0,1,1,0,1,2,3,0,0,0,4,2,1,0,0,0,1,1,4,3,0,4,1,1,0,1,1,0,0,0,5,0,2,0,1,0,1,1,2,0,2,1,0,6,24,55,4,12,21,1,3,11,7,48,31,2,0,0,1,0,0,2,1,2,1,0,1,5,27,22,14
909781,KIRC,0,0,0,1,0,1,0,0,4,1,0,0,0,4,0,0,3,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,4,1,0,0,1,1,0,0,0,0,2,0,0,0,1,2,5,2,0,1,2,0,1,1,0,3,0,0,0,1,2,0,0,1,2,0,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,3,1,0,1,0,1,0,1,9,22,32,22
909784,SKCM,1,2,1,0,2,4,0,2,3,2,1,1,0,2,0,2,0,0,0,2,1,2,1,0,15,1,15,14,0,28,1,0,2,6,1,17,1,0,2,1,4,0,0,0,1,1,0,2,6,0,0,2,0,7,0,0,0,3,0,3,0,0,2,0,2,1,3,0,9,1,0,3,6,0,16,2,1,36,3,1,11,3,2,17,1,1,1,0,2,3,1,2,0,4,1,2,10,14,23,20
909785,LYMP,3,1,9,3,0,9,1,1,7,5,0,5,0,7,0,0,3,1,3,9,0,4,4,1,5,0,5,12,1,8,3,1,7,26,0,5,3,4,1,2,6,2,7,11,5,4,9,3,2,0,16,2,1,15,1,1,14,6,3,14,4,17,0,0,13,6,6,9,4,1,11,5,6,0,1,0,0,4,0,0,5,6,0,5,2,5,0,1,1,0,1,6,0,1,9,3,18,263,60,13
909904,PAAD,0,2,0,3,0,2,0,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,3,0,0,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,2,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,3,2,0,0,1,0,5,0,1,1,0,0,0,0,3,0,0,0,0,5,17,29,14
909905,GBM,4,0,1,0,1,1,0,0,6,1,2,2,0,0,0,0,0,0,1,5,1,1,1,0,5,0,3,0,5,0,0,1,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,3,1,1,1,6,0,3,7,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3,16,35,30,16
909907,BRCA,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,6,3,0,0,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,3,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,12,26,3,7,4,0,1,1,2,23,11,0,0,0,0,0,0,0,0,0,1,1,0,36,52,74,46
909974,KIRC,2,0,6,0,0,1,0,2,3,3,1,0,0,3,1,2,2,0,0,3,0,0,0,0,9,4,7,7,2,3,2,2,0,8,0,7,1,0,0,0,0,0,0,1,0,1,1,1,4,0,0,5,0,2,1,2,5,3,0,2,1,1,0,1,0,0,0,4,2,0,5,0,7,0,0,6,3,2,1,1,0,6,0,1,0,0,0,1,1,0,2,5,0,0,2,1,12,19,27,12
909975,OV,2,1,1,0,1,0,0,1,5,1,1,0,0,5,0,2,1,1,1,2,0,2,0,0,4,0,0,3,3,0,3,3,7,6,0,0,2,0,0,0,1,0,1,3,1,0,1,0,1,0,4,2,0,0,0,0,0,5,0,0,3,0,1,2,1,1,0,0,1,0,4,0,0,5,0,1,1,2,0,1,2,8,2,0,1,2,2,2,0,0,1,2,2,0,0,1,8,26,31,22
909976,HL,3,2,2,7,2,0,0,5,4,3,2,4,3,5,2,0,8,2,5,0,0,1,0,2,4,1,8,3,3,7,1,3,2,2,1,9,6,5,2,6,7,1,3,9,2,6,6,5,5,0,2,2,0,0,1,1,8,0,0,3,6,9,3,1,4,1,3,8,2,4,12,4,4,6,6,4,8,4,0,0,5,4,6,12,5,3,3,0,7,2,2,6,2,6,8,2,19,34,41,25
909977,BONE,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,1,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,6,24,19,5
910079,ESCA,4,0,2,5,3,3,1,2,8,3,0,4,1,2,1,0,2,0,0,6,0,0,2,1,0,0,5,2,2,0,0,1,5,1,0,1,0,0,0,1,5,0,3,3,2,4,6,1,3,3,4,2,2,0,1,0,7,4,9,5,0,4,7,0,2,3,0,1,5,1,3,7,6,4,3,0,3,1,2,2,7,2,2,7,2,0,3,0,5,2,2,1,0,2,6,0,17,37,70,20
910209,ALL/CLL,2,0,1,1,1,0,0,1,0,2,0,1,1,3,0,0,0,0,0,2,2,0,0,1,28,1,0,21,0,0,6,3,3,25,0,2,0,0,0,0,0,0,0,1,1,2,0,3,5,1,3,4,0,0,3,0,0,8,2,2,0,0,0,1,0,1,2,3,2,0,1,0,9,0,0,9,0,3,1,0,1,4,1,0,1,1,0,1,0,0,0,0,0,0,2,0,11,9,24,14
910399,LUAD,10,2,7,13,5,1,1,3,4,10,1,3,3,4,1,2,1,1,7,6,3,1,3,0,17,5,2,22,3,7,7,2,6,11,0,9,2,3,0,6,2,1,5,3,3,3,3,2,12,4,1,13,4,2,6,1,0,6,2,3,1,2,3,3,0,0,3,3,4,0,1,1,12,5,17,16,3,8,6,2,3,14,4,7,1,0,3,3,0,0,4,1,2,0,4,2,14,31,18,14
910401,LYMP,4,4,2,8,2,7,0,0,0,4,0,6,4,4,0,0,1,0,0,4,0,0,2,0,7,0,2,10,2,3,0,1,1,11,3,0,1,0,1,1,0,0,1,2,0,0,4,5,9,0,7,2,0,1,2,2,1,10,1,1,2,3,3,0,0,0,0,0,0,1,0,1,9,0,6,5,0,2,3,1,6,8,1,8,1,2,0,1,0,1,1,2,0,1,0,0,9,37,29,18
910545,LAML,0,0,4,5,1,3,2,1,1,5,2,0,4,3,1,3,0,0,0,3,0,1,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,2,0,2,0,3,1,1,3,3,0,1,3,0,1,0,3,0,2,2,2,1,1,4,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,2,2,0,2,2,3,0,0,0,0,0,0,2,13,30,32,17
910546,PAAD,0,0,6,1,0,1,0,1,2,0,3,3,0,2,1,0,1,0,1,0,0,0,2,0,15,2,0,12,0,0,2,0,0,7,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,2,1,1,0,1,0,0,3,2,0,2,0,2,0,0,5,0,0,1,1,0,0,0,6,0,0,1,1,1,1,2,0,5,0,0,1,1,0,1,0,0,0,0,1,0,0,0,18,33,22,18
910549,ESCA,0,1,5,0,0,1,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,2,1,0,0,2,1,2,5,2,2,2,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,3,0,1,2,0,1,0,1,1,0,2,0,0,0,1,1,0,0,2,10,23,30,10
910554,COREAD,7,9,241,17,6,156,1,0,85,45,3,132,29,67,3,64,39,2,15,106,2,118,81,20,88,0,87,96,1,110,27,5,110,449,1,125,4,64,3,23,68,9,7,139,13,10,127,61,12,3,241,32,11,317,10,0,154,94,6,205,32,82,1,92,30,3,17,118,8,35,50,16,15,2,58,35,2,71,6,0,40,114,3,57,19,88,2,17,59,3,2,115,6,14,112,22,44,1614,1215,53
910566,LAML,1,2,0,0,0,2,0,1,0,0,2,0,0,2,2,0,2,1,0,0,3,0,0,0,0,3,2,3,0,3,0,1,7,0,1,0,2,1,1,0,3,0,0,2,1,1,0,1,1,0,0,3,0,0,1,1,3,2,1,0,1,1,0,1,0,0,4,2,1,0,1,1,3,0,3,0,1,5,1,0,1,1,0,5,2,3,0,1,0,1,2,0,3,0,0,2,16,39,33,18
910567,NB,2,1,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,5,4,0,0,3,0,1,4,0,0,2,0,0,2,0,0,0,0,2,1,1,0,6,0,0,0,1,1,2,0,0,7,2,0,0,0,2,1,0,1,0,0,7,0,1,1,1,2,2,3,0,1,2,0,0,7,3,0,0,1,0,0,3,0,1,0,0,1,2,2,6,25,28,12
910568,THCA,6,0,1,1,0,0,0,1,3,5,0,2,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,3,2,0,0,0,0,3,5,0,0,0,1,1,0,0,2,3,1,2,2,2,0,0,2,0,5,0,0,0,4,0,1,2,0,1,6,0,0,3,4,2,3,0,0,1,0,1,0,4,1,4,0,0,2,1,2,0,0,1,0,0,2,3,8,23,42,11
910569,COREAD,6,0,0,4,1,0,2,0,0,4,0,4,1,0,1,0,4,0,1,0,3,1,0,0,4,1,0,2,1,0,0,3,1,0,1,0,0,0,0,2,6,0,0,0,3,1,0,0,3,1,0,0,6,0,0,2,2,3,7,0,0,2,2,1,0,3,0,1,13,0,0,8,3,0,3,2,0,2,2,0,5,3,0,5,0,0,0,2,6,1,0,0,0,0,2,0,16,28,109,19
910687,ALL/CLL,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,7,3,0,1,0,1,4,3,1,4,0,2,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,1,2,0,1,1,1,1,0,2,0,1,1,0,0,4,0,3,3,1,1,0,1,0,3,0,2,0,0,1,0,0,2,1,0,1,0,2,1,6,25,26,16
910688,LAML,2,1,2,0,0,0,1,3,8,0,0,1,0,0,0,2,2,1,0,4,0,1,3,1,7,0,1,2,2,2,3,1,4,0,0,1,0,1,0,0,1,1,1,3,1,0,0,2,0,0,1,2,2,0,1,0,9,1,0,1,0,2,0,0,0,0,1,4,1,1,1,1,2,0,0,0,0,0,0,1,1,0,1,3,1,3,0,0,1,0,2,0,0,0,1,0,14,29,27,16
910689,COREAD,16,1,0,2,1,3,0,0,3,2,1,2,1,0,0,2,2,2,0,0,0,1,0,0,5,0,2,1,0,0,2,0,1,3,2,7,0,0,2,0,8,0,1,0,1,0,1,3,5,5,0,1,11,1,1,2,6,3,3,0,1,0,3,0,2,4,0,1,14,1,0,6,7,0,3,0,0,5,1,0,1,1,1,10,1,0,1,0,8,1,1,1,2,1,0,0,10,15,122,17
910691,UCEC,2,1,5,4,0,6,2,0,7,2,0,7,2,10,1,1,5,0,4,25,1,3,1,2,7,2,1,13,0,8,2,0,13,17,0,1,2,6,2,2,7,4,1,17,2,1,11,3,3,2,13,2,2,28,2,0,22,3,1,17,5,37,2,1,12,1,3,19,3,1,18,2,2,0,0,1,0,1,0,0,6,0,3,2,2,1,4,0,9,1,4,8,1,2,3,4,22,626,118,19
910692,SCLC,14,5,6,15,2,2,10,0,7,8,2,1,3,4,1,1,1,0,3,4,0,4,4,0,17,2,6,14,3,5,9,0,5,14,1,10,2,0,1,2,2,1,9,0,3,3,0,1,10,2,0,13,3,0,3,1,0,8,2,0,0,2,0,4,0,0,7,3,1,1,1,0,14,2,7,15,2,10,6,0,3,8,2,10,1,1,0,0,1,1,3,1,1,4,0,0,8,30,29,15
910694,GBM,0,0,1,0,1,0,1,0,3,0,0,1,0,5,1,0,2,0,1,0,1,0,0,1,0,1,0,0,1,3,1,1,2,1,0,0,0,1,0,0,4,0,0,0,1,0,1,1,0,2,1,0,0,1,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,8,18,30,10
910695,BTCA,0,0,6,2,1,0,1,1,0,0,0,3,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,4,1,8,2,1,9,1,4,5,0,1,1,1,0,2,0,1,5,0,2,0,0,2,0,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,10,18,5,10,4,1,0,2,5,17,7,0,0,2,0,0,2,0,3,0,0,2,1,19,27,27,14
910697,SKCM,2,0,5,1,1,3,0,0,4,0,2,0,1,0,1,2,0,1,3,0,0,3,0,0,2,2,5,1,0,0,4,2,3,2,2,0,0,0,0,0,3,1,0,0,1,0,0,1,3,1,0,2,2,0,0,0,7,0,1,0,0,1,0,1,1,0,0,2,0,2,2,0,3,8,21,6,5,5,1,0,8,2,25,12,0,0,1,0,2,3,2,1,0,1,1,2,13,31,29,11
910698,KIRC,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,8,10,4,0,1,1,4,0,3,4,10,0,0,1,1,2,0,1,0,1,0,0,0,14,30,35,17
