COSMIC_ID,cancer_type,ACA>A,ACA>G,ACA>T,ACC>A,ACC>G,ACC>T,ACG>A,ACG>G,ACG>T,ACT>A,ACT>G,ACT>T,ATA>A,ATA>C,ATA>G,ATC>A,ATC>C,ATC>G,ATG>A,ATG>C,ATG>G,ATT>A,ATT>C,ATT>G,CCA>A,CCA>G,CCA>T,CCC>A,CCC>G,CCC>T,CCG>A,CCG>G,CCG>T,CCT>A,CCT>G,CCT>T,CTA>A,CTA>C,CTA>G,CTC>A,CTC>C,CTC>G,CTG>A,CTG>C,CTG>G,CTT>A,CTT>C,CTT>G,GCA>A,GCA>G,GCA>T,GCC>A,GCC>G,GCC>T,GCG>A,GCG>G,GCG>T,GCT>A,GCT>G,GCT>T,GTA>A,GTA>C,GTA>G,GTC>A,GTC>C,GTC>G,GTG>A,GTG>C,GTG>G,GTT>A,GTT>C,GTT>G,TCA>A,TCA>G,TCA>T,TCC>A,TCC>G,TCC>T,TCG>A,TCG>G,TCG>T,TCT>A,TCT>G,TCT>T,TTA>A,TTA>C,TTA>G,TTC>A,TTC>C,TTC>G,TTG>A,TTG>C,TTG>G,TTT>A,TTT>C,TTT>G,MH,MS,Insertion,Other
906832,DLBC,1,0,0,1,1,0,0,0,3,1,4,0,2,0,0,3,0,0,1,0,0,2,0,1,6,1,3,9,0,2,3,0,3,1,0,1,1,0,0,2,1,0,5,0,1,0,2,0,1,0,0,5,0,2,1,0,0,1,3,1,2,1,2,3,0,0,2,0,6,2,0,0,5,0,0,0,0,4,1,0,4,1,0,0,3,3,2,1,0,0,3,1,0,2,1,1,8,29,27,13
906834,MB,4,2,0,0,2,0,0,0,5,1,0,3,0,0,1,0,3,0,0,2,0,1,0,0,3,0,2,1,0,0,2,1,2,3,0,0,3,0,0,0,4,0,2,0,0,2,0,1,0,1,3,0,3,0,0,0,0,3,3,1,0,0,1,0,0,0,0,0,3,1,1,1,2,0,1,0,1,0,0,0,1,1,3,0,0,0,1,0,2,0,0,0,1,0,1,0,6,13,35,9
906835,GBM,0,1,0,5,1,6,1,1,5,1,0,3,0,3,0,0,0,1,0,0,0,0,1,1,0,4,3,4,0,3,0,0,4,0,0,7,2,0,1,2,3,0,0,2,2,0,5,0,1,0,0,2,0,5,1,1,6,1,0,3,0,1,0,0,0,1,1,0,1,0,2,0,3,0,0,2,3,5,0,1,3,0,1,4,0,0,0,0,0,0,1,0,2,2,0,4,5,16,25,8
906836,ALL/CLL,1,1,3,2,1,1,0,1,1,0,0,2,1,3,1,2,3,1,0,6,1,0,2,1,4,3,2,0,1,3,3,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,5,0,11,1,3,1,0,1,0,0,5,3,0,0,0,2,1,0,1,0,3,1,2,2,0,0,4,0,0,0,0,2,2,0,0,6,2,1,0,0,2,2,2,0,0,1,0,3,0,2,13,28,46,13
906837,HNSC,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,0,0,2,2,0,2,0,2,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,0,1,0,0,0,2,4,1,1,1,0,1,0,0,1,0,3,5,0,1,0,4,1,3,1,0,0,2,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,1,7,24,18,16
906838,LYMP,0,4,10,5,0,4,5,1,27,1,7,10,1,19,0,2,13,0,0,20,0,11,16,4,8,1,11,15,1,7,8,1,32,38,2,6,3,13,0,5,13,4,5,22,3,4,17,11,2,1,23,9,3,57,3,0,72,16,5,35,3,42,1,4,30,3,3,21,9,4,23,24,3,4,3,4,2,11,1,0,13,16,3,15,4,12,5,7,19,1,3,6,3,5,11,4,36,853,115,36
906839,GBM,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,0,2,0,7,12,27,9
906841,SKCM,1,1,6,2,0,2,0,0,0,0,4,3,0,0,2,0,1,0,1,5,0,0,0,0,0,4,2,3,2,8,1,1,6,4,6,14,0,2,2,0,3,1,1,0,2,1,1,0,0,1,3,0,2,8,0,0,2,0,0,6,2,0,0,0,1,1,0,1,0,0,1,0,3,45,38,3,13,13,4,3,5,4,46,19,1,0,2,2,0,1,3,0,1,1,0,2,18,19,27,11
906842,DLBC,4,0,0,1,1,1,0,1,1,0,2,2,0,2,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,2,0,1,2,0,1,1,2,0,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,1,0,1,3,1,2,4,10,16,28,5
906843,CESC,0,0,0,3,0,2,0,0,0,1,4,1,2,0,0,0,0,0,0,0,1,0,2,0,0,3,0,4,2,3,0,1,1,2,6,2,0,0,0,1,2,1,2,0,0,0,0,1,1,3,2,0,2,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,3,0,0,0,4,12,15,2,8,6,1,0,3,3,21,4,0,0,0,1,0,2,1,1,3,0,0,1,17,16,26,7
906844,BRCA,1,0,3,3,1,0,1,1,8,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,1,2,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,6,0,1,2,0,2,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1,3,4,0,3,1,0,3,1,0,5,3,0,0,1,0,1,0,2,2,1,0,1,1,0,2,12,21,33,15
906846,LYMP,1,4,16,6,1,6,2,3,6,3,2,6,3,6,4,3,6,0,0,11,0,2,18,0,5,2,10,3,5,15,2,1,15,0,2,8,0,2,1,1,5,2,2,4,5,2,9,3,2,3,8,3,0,6,1,1,10,5,2,7,0,6,1,1,6,2,0,8,4,0,4,6,4,2,5,6,2,9,5,1,10,3,2,9,1,6,2,2,1,4,2,2,4,0,8,1,59,111,163,60
906847,LYMP,5,4,5,2,0,6,3,3,9,4,3,0,0,8,2,0,2,0,2,6,1,2,5,5,5,3,5,7,1,11,0,1,6,6,0,9,0,0,0,2,6,2,2,4,2,1,5,3,0,3,9,1,2,7,0,0,7,5,2,6,0,0,0,0,6,0,0,5,4,1,4,3,1,3,2,5,0,3,0,1,4,9,4,4,2,4,1,0,4,1,0,1,2,3,0,0,64,159,174,67
906848,STAD,2,2,0,3,0,1,1,0,5,1,0,0,2,0,0,0,0,5,0,2,0,3,0,0,0,0,2,4,0,2,1,1,3,4,0,0,2,1,1,0,1,0,2,3,0,2,0,0,3,0,0,0,0,3,2,1,2,1,0,4,0,1,0,1,2,1,0,2,2,3,3,1,0,1,5,5,1,2,1,0,0,3,0,1,3,2,0,1,2,1,0,0,1,0,0,0,8,28,31,7
906849,STAD,5,0,0,0,0,2,0,1,1,4,1,3,0,0,2,1,1,1,1,0,0,1,4,0,7,1,0,2,0,3,3,3,5,2,0,4,0,0,1,2,1,2,4,0,0,0,0,0,0,0,2,8,0,0,0,0,6,0,0,6,0,0,2,3,1,1,0,3,0,0,1,1,3,2,6,0,3,2,3,0,0,2,1,2,0,0,1,0,3,1,1,0,3,0,2,3,18,31,34,13
906851,BRCA,4,1,2,0,3,3,0,0,2,5,3,0,0,0,0,2,1,2,1,0,1,0,0,1,0,0,1,0,2,2,1,0,1,5,1,1,0,1,1,2,2,1,0,3,3,1,2,1,5,0,1,0,3,1,0,0,2,0,1,0,1,0,1,0,0,2,1,0,1,0,0,4,6,1,2,4,1,4,3,1,3,6,1,3,0,3,1,1,0,1,1,2,0,2,0,1,12,22,21,18
906852,OV,4,0,23,2,0,11,0,0,53,8,1,9,4,7,1,1,3,1,2,5,0,5,5,2,7,2,4,11,1,8,7,0,46,29,1,12,0,7,0,5,7,2,1,14,3,0,6,3,2,2,33,5,1,29,5,0,50,13,2,27,1,22,1,1,9,1,2,7,4,2,9,0,4,0,5,4,3,10,1,0,37,11,0,6,2,3,0,3,7,1,0,4,2,3,5,0,35,681,129,37
906853,BTCA,2,2,4,4,1,2,1,0,0,2,0,3,2,0,2,0,0,2,1,0,0,2,0,0,4,0,5,4,0,1,4,0,0,2,0,5,2,1,2,0,0,0,0,1,0,1,1,5,4,1,1,3,3,0,3,0,5,1,0,0,2,0,1,0,2,0,0,0,2,1,1,0,5,2,7,1,1,2,1,0,1,11,2,3,0,1,2,0,0,1,0,2,1,2,2,1,9,26,18,11
906854,ALL/CLL,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,9,12,20,9
906855,LCML,5,0,0,0,2,0,1,0,1,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,2,4,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,2,1,0,2,0,0,4,0,0,3,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,11,19,20,12
906856,ALL/CLL,0,1,1,1,1,2,0,0,0,0,0,4,2,0,0,1,1,0,0,0,1,0,2,0,14,2,7,3,1,4,5,1,2,15,1,1,0,2,0,1,0,0,0,0,0,1,0,0,5,0,3,3,1,1,2,0,0,7,1,3,1,0,0,1,0,0,1,2,5,1,0,0,5,0,4,3,0,2,0,0,1,11,0,5,0,0,0,0,0,1,1,0,0,2,0,0,9,11,12,3
906861,BTCA,2,2,0,2,0,0,0,0,0,0,1,1,0,2,2,0,1,0,2,4,1,1,0,0,9,0,6,12,1,7,3,1,2,11,0,3,0,1,0,2,4,2,1,3,1,2,1,2,5,0,0,0,0,0,0,0,1,1,0,1,1,0,5,0,5,1,1,0,7,1,5,0,2,5,6,0,0,8,2,1,1,0,3,7,2,0,0,2,4,0,0,0,1,1,0,2,15,29,30,14
906862,BRCA,1,3,0,0,3,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0,0,1,3,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,2,0,2,3,1,0,0,0,5,2,1,3,0,3,0,0,6,0,1,0,3,1,0,1,5,27,23,4,9,9,1,2,2,4,22,19,2,2,3,1,2,0,1,1,0,1,0,1,5,18,29,16
906864,THCA,8,1,5,1,0,2,0,1,24,7,1,4,1,3,0,1,5,0,0,10,0,2,3,1,18,2,0,17,0,3,5,1,22,35,0,3,3,1,0,4,5,0,0,17,3,0,3,2,7,3,15,6,2,17,0,0,24,4,2,18,0,4,0,0,0,0,0,3,3,2,3,0,4,0,2,1,0,2,0,0,16,8,0,2,0,4,0,2,6,1,0,3,2,1,0,0,19,92,28,19
906865,SKCM,4,0,0,1,1,9,1,0,0,3,0,5,0,1,0,1,0,0,0,0,0,0,0,1,2,0,18,0,0,22,0,0,2,0,0,11,0,0,0,1,1,0,0,0,1,0,2,2,1,2,0,0,2,2,0,0,0,2,1,4,0,0,4,0,0,2,1,0,4,1,1,2,3,0,12,0,0,47,0,0,6,1,4,21,2,2,0,0,3,0,0,1,0,0,0,1,2,22,31,6
906868,LGG,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,1,0,0,1,3,17,25,11
906869,STAD,1,1,0,2,0,0,0,0,3,0,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,6,0,1,0,0,0,0,2,0,3,0,0,0,0,4,0,0,4,5,0,0,1,0,0,0,0,0,0,1,0,3,0,1,3,0,0,0,1,3,0,0,0,0,0,5,1,2,0,3,0,0,0,1,1,0,4,0,3,0,0,1,2,3,0,2,0,2,0,2,3,12,25,31,10
906870,LAML,3,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,7,28,23,8
906871,LGG,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,1,0,1,1,0,0,0,3,1,1,2,2,2,0,3,0,0,1,0,1,0,0,0,0,5,8,27,16,9
906872,NB,0,0,3,2,0,3,1,0,2,2,0,5,0,0,3,2,0,1,0,4,0,0,1,2,4,0,5,3,0,6,0,0,2,6,0,13,2,0,0,1,1,2,1,2,0,3,1,0,3,1,4,2,0,1,1,1,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0,0,5,0,2,4,1,0,0,1,2,8,0,1,1,0,1,1,1,1,0,3,0,2,5,1,15,21,24,13
906873,GBM,0,1,3,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,18,13
906875,NB,0,1,0,0,0,3,1,0,0,2,0,5,0,0,1,2,0,0,0,2,0,4,0,0,1,1,0,0,0,4,3,0,9,2,0,0,0,0,0,0,2,3,0,1,1,1,0,0,5,0,3,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,5,0,5,2,1,0,8,4,0,3,2,1,0,1,1,7,3,0,0,0,4,0,0,2,2,4,1,1,20,55,37,20
906877,ALL/CLL,0,3,15,3,8,15,0,1,38,3,8,10,12,13,3,6,22,2,1,25,0,5,11,2,8,1,15,12,7,12,9,2,60,14,4,14,3,12,3,2,11,2,7,43,8,6,22,8,2,2,45,6,11,65,2,0,116,17,2,49,3,31,1,8,40,2,2,25,7,3,12,17,3,3,25,4,5,36,1,0,17,11,6,31,6,18,3,6,16,3,1,9,1,4,7,4,29,637,114,40
906999,SARC,0,0,2,1,0,10,0,0,0,2,0,5,2,2,0,0,0,1,0,0,0,4,1,0,3,0,32,1,1,40,1,2,6,1,4,33,1,0,1,1,0,0,2,3,0,3,3,2,1,1,0,0,1,9,0,0,0,2,2,7,0,0,3,1,1,0,0,0,5,1,2,3,1,1,38,2,0,105,0,0,33,1,1,34,0,2,1,0,0,1,3,1,0,0,1,3,5,16,25,7
907000,UCEC,3,0,2,0,1,1,2,0,6,10,0,3,1,1,1,0,4,6,1,3,1,0,2,9,1,0,0,1,0,0,1,0,5,10,2,0,1,0,0,2,2,0,1,5,2,0,1,11,1,2,3,2,2,11,0,0,22,2,1,8,0,5,1,1,8,1,0,0,1,1,4,5,41,3,4,5,0,11,3,0,59,185,3,12,0,1,8,0,1,4,0,4,1,6,7,44,10,18,15,10
907041,STAD,2,1,4,3,2,0,6,1,0,1,2,3,1,0,0,2,2,0,0,1,1,1,1,0,6,0,4,12,2,3,2,1,1,4,0,1,0,1,0,1,0,0,5,1,0,1,0,0,3,0,4,3,0,0,1,0,3,4,1,0,1,0,0,2,1,0,2,3,0,0,1,0,5,3,6,4,2,2,1,0,5,1,0,3,1,0,2,1,0,0,0,0,2,3,7,0,18,23,23,9
907042,LGG,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,4,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,3,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,2,1,0,0,3,0,4,1,0,0,0,0,1,0,0,2,0,0,0,8,11,14,8
907043,ALL/CLL,1,0,1,0,0,1,1,0,2,0,1,2,2,1,0,0,0,0,1,0,2,1,1,0,2,0,2,1,0,10,0,0,1,1,1,13,0,0,0,0,0,0,0,1,2,2,0,2,2,1,0,0,0,5,1,0,0,4,1,5,0,0,0,0,0,0,1,0,1,1,0,0,1,2,19,2,0,33,0,0,0,0,0,8,0,0,0,1,0,0,2,0,0,0,0,4,8,26,28,11
907044,ALL/CLL,0,2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,3,0,2,1,0,1,0,0,1,3,1,0,0,0,1,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,2,0,0,1,1,0,1,13,13,14,8
907045,BRCA,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,1,0,1,1,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,1,15,28,18,12
907046,BRCA,7,0,4,1,2,8,2,2,5,3,4,2,0,29,1,8,21,2,0,27,0,8,26,0,4,1,5,10,2,5,0,0,8,17,0,1,2,27,1,1,27,5,5,44,6,3,20,3,1,0,4,3,4,33,0,3,25,4,9,13,3,68,5,6,38,3,1,45,5,5,37,11,0,5,0,3,0,12,1,0,3,3,2,8,1,28,1,5,33,2,0,10,1,5,19,2,46,741,162,61
907048,BRCA,2,4,1,3,0,0,0,0,0,1,2,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,1,3,1,0,1,0,1,0,3,6,2,0,0,0,1,5,0,0,0,0,1,0,1,0,0,7,0,0,4,2,1,2,0,0,2,0,1,0,0,1,2,0,1,0,2,3,1,0,0,0,0,0,0,35,63,103,38
907050,HL,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,1,2,0,0,2,0,0,3,4,1,3,1,0,0,0,2,0,3,0,0,3,2,6,1,1,3,2,1,0,1,0,0,0,1,0,1,3,1,0,0,1,2,0,4,0,0,0,4,1,0,3,1,2,1,0,0,2,1,0,1,0,0,1,0,0,1,2,0,0,0,0,11,14,17,14
907051,UCEC,3,0,54,5,2,32,0,0,161,11,1,34,2,22,0,3,23,3,3,50,1,14,9,2,27,1,13,46,3,17,18,2,145,206,1,30,2,23,1,6,36,2,5,56,12,3,36,9,1,0,72,9,3,85,1,0,160,24,6,85,1,29,3,1,18,2,0,30,0,4,17,5,4,1,13,13,0,28,2,0,76,41,3,13,4,27,0,3,16,0,0,14,1,3,17,6,28,527,169,26
907053,LAML,0,2,0,1,0,0,1,1,1,1,0,3,1,1,0,0,0,0,0,3,0,0,1,1,1,0,0,2,2,1,1,0,0,2,2,1,1,0,1,0,2,1,0,0,1,1,3,0,2,0,3,1,0,0,2,0,0,0,0,6,1,0,0,1,4,1,1,2,2,0,1,0,0,1,2,1,1,0,0,0,0,0,3,0,0,1,0,1,3,2,0,0,0,1,0,0,16,29,30,12
907055,STAD,17,2,3,2,0,0,3,1,6,3,4,4,0,0,3,1,6,1,0,5,0,5,3,2,8,4,8,3,0,14,2,0,1,5,2,10,1,2,2,0,6,1,0,2,3,2,5,5,4,2,0,0,7,4,1,2,0,4,12,8,1,3,6,0,4,1,0,1,5,0,1,7,6,9,25,1,6,28,4,2,9,3,27,26,2,2,4,1,11,3,0,0,3,1,3,3,14,43,44,18
907056,ALL/CLL,0,1,0,0,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,4,0,0,2,2,4,1,0,6,1,0,1,1,0,7,0,0,0,1,0,1,2,0,1,1,2,1,3,0,2,1,0,0,0,0,0,3,0,1,0,2,0,0,1,0,2,3,1,0,0,0,2,1,8,2,1,22,0,0,3,0,0,6,1,1,0,0,0,1,0,1,0,2,0,1,12,19,25,15
907057,LIHC,0,0,0,2,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,4,0,0,0,2,0,2,0,3,0,0,0,0,3,1,6,0,0,1,0,1,1,0,0,0,1,0,0,1,0,5,1,0,0,0,1,0,1,0,3,1,5,0,1,2,0,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,3,4,0,0,2,0,8,22,15,11
907059,HNSC,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,2,4,0,0,4,0,0,1,3,1,0,1,0,0,0,0,1,0,2,2,1,3,0,1,0,2,0,3,1,0,0,0,0,0,2,0,2,1,0,1,2,0,3,5,0,2,3,2,4,8,2,4,1,0,5,2,5,6,2,2,0,0,0,0,0,0,0,0,0,0,1,11,24,30,11
907060,BONE,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,7,16,17,15
907061,HNSC,0,1,4,3,1,2,0,1,0,0,1,4,0,2,0,2,0,1,0,4,1,0,0,2,2,0,0,1,1,0,2,0,0,1,1,0,0,1,0,1,2,1,0,0,2,1,0,0,0,1,3,0,0,0,1,0,5,0,2,0,0,1,1,0,1,0,0,2,5,0,5,1,5,12,12,3,1,5,1,1,3,3,15,7,1,0,0,1,0,0,3,0,4,1,2,0,16,33,42,11
907062,HNSC,2,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,1,3,0,2,0,0,1,4,0,0,1,1,4,0,0,0,1,0,0,0,4,2,2,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,5,7,7,0,2,0,0,0,0,0,8,5,2,0,0,0,0,1,0,0,0,0,0,1,7,14,13,9
907063,DLBC,0,0,4,1,1,2,0,1,6,1,0,1,3,30,0,1,29,4,3,39,3,8,20,2,1,1,3,4,0,6,2,1,3,10,0,6,4,23,5,6,18,10,5,62,25,3,30,26,0,4,8,2,1,14,2,1,12,5,3,12,7,77,5,3,62,14,2,69,18,4,73,37,1,2,3,2,0,1,1,0,3,5,0,4,2,15,2,2,26,2,3,7,4,1,14,6,16,420,53,20
907064,BONE,1,0,0,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,1,1,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2,1,1,0,1,0,0,10,15,25,9
907065,BLCA,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,2,1,0,1,2,1,0,0,2,3,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,2,2,0,3,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,2,0,2,9,16,1,1,2,1,0,4,1,9,10,0,0,1,0,0,0,0,2,0,0,0,0,12,22,24,10
907066,BLCA,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,10,1,3,1,0,0,4,0,6,5,0,0,0,0,0,0,0,1,0,1,0,0,7,20,22,15
907068,CESC,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,1,2,2,0,0,0,3,0,0,2,2,0,1,2,0,4,1,0,0,2,0,0,2,0,0,1,0,0,2,1,1,1,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,1,13,14,2,1,5,1,0,2,0,14,16,2,0,0,0,1,1,0,1,0,0,3,2,15,26,27,18
907069,BTCA,3,3,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,2,0,3,2,0,1,1,1,3,0,3,1,1,0,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,4,0,0,0,0,1,0,0,0,2,2,0,0,3,1,1,0,3,3,0,5,0,1,0,3,1,3,0,0,0,2,0,0,0,3,1,1,0,0,13,24,19,17
907072,BONE,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,2,1,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,4,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,7,16,15,10
907073,STAD,0,1,0,2,1,1,0,3,9,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,2,1,3,1,1,0,3,1,0,0,2,1,0,0,0,0,3,1,0,2,0,0,1,1,0,1,0,3,1,0,0,0,37,89,81,40
907169,SKCM,4,0,2,0,2,20,0,1,0,3,4,10,1,2,0,0,2,1,1,4,2,5,3,1,6,1,45,1,0,98,2,4,12,1,3,57,2,2,1,2,2,0,2,0,1,5,1,2,1,2,0,1,3,18,1,0,1,1,2,10,2,0,0,2,1,0,1,2,2,2,8,1,2,1,73,2,0,205,0,0,40,4,0,57,2,3,1,1,0,1,1,0,3,3,3,1,9,20,32,12
907170,NB,2,0,3,0,0,3,0,0,1,3,0,0,1,3,0,0,0,1,1,1,0,2,0,1,10,2,1,12,0,2,2,2,0,2,0,1,1,0,0,1,3,0,0,0,2,1,0,0,10,0,0,3,1,0,5,0,0,7,2,0,0,1,1,1,0,1,0,0,2,0,1,2,10,0,1,8,0,7,3,0,8,10,0,2,0,0,0,1,1,1,0,0,0,2,0,1,12,38,25,11
907171,SKCM,4,0,0,0,0,17,0,0,0,2,1,4,0,2,3,4,0,1,1,3,2,4,1,1,3,1,49,4,0,83,1,1,10,0,2,68,1,1,0,1,1,1,0,0,0,2,2,0,0,2,0,1,2,16,1,1,0,2,1,14,2,1,1,0,2,2,0,2,2,2,19,4,2,1,99,0,3,268,0,1,55,1,3,63,3,5,1,3,2,1,1,0,0,5,1,1,9,19,15,11
907172,SKCM,3,4,0,0,0,5,0,0,2,0,2,2,0,1,2,0,1,1,0,5,1,0,2,1,2,2,9,0,0,18,1,0,7,0,2,15,1,0,1,0,0,0,0,0,1,0,1,1,2,2,3,1,1,2,1,0,0,0,3,1,0,1,1,0,2,0,2,2,1,0,3,1,1,0,15,0,1,46,2,0,10,0,0,16,1,3,0,2,3,2,0,0,3,0,1,0,11,21,25,6
